,SMILES
14193,C(C)(=O)O[C@H]([C@H](O)4)[C@H](OC(CO)[C@H]4O)OC(C2=O)=C(Oc(c3)c2c(O)cc3O)c(c1)cc(OC)c(c1)O
14198,c(c4OC)(O)c(c(cc(O)4)2)C(=O)C(=C(c(c3)ccc(c3)O)O2)OC(O1)C(O)C(O)C(O)C1COC(C)=O
14203,O[C@@H]([C@H]4COC(C)=O)C(O)C(O)[C@@H](O4)OC(C1=O)=C(c(c3)cc(OC)c(c3)O)Oc(c2)c1c(O)cc2O
14208,c(c4)(O)c(cc(c4)C(=C3)Oc(c1)c(C3=O)c(cc(OC(C(C)O[C@@H]([C@@H](O)2)OC([C@H](O)[C@H](O)2)CO)=O)1)O)O
14213,C(=C2)(c(c(OC)3)c(OC(O4)C(O)C(O)C(C(C(O)=O)4)O)ccc3)Oc(c(C2=O)1)c(OC)c(cc1O)OC
14218,OC(C1OC(=C2c(c4)cc(OC)c(OC)c4)C(c(c(OC)3)c(cc(OC)c3)O2)=O)C(C(O)C(CO)O1)O
14223,C(CC(c(c2OC(C3O)OC(CO)C(O)C3O)c(OC(C)=O)cc(OC(C)=O)c2)=O)c(c1)ccc(O)c1
14228,O(C(C4O)OC(CO)C(O)C4O)c(c3)c(c(cc3OC)1)C(=O)C=C(c(c2)cc(OC)c(OC)c2OC)O1
14233,c(c4OC)(c(O1)c(c(c4)O[C@@H]([C@H]3O)OC(CO)[C@H](O)[C@@H]3O)C(C=C(c(c2)c(c(cc2)OC)OC)1)=O)OC
14238,c(OC)(c1)c(c(OC)cc1C(O4)=CC(=O)c(c24)c(OC(C3O)OC(C)C(C3O)O)c(c(c2)OC)OC)O
14243,Oc(c1)c(c(cc1c([o+1]2)c(O[C@@H](C4O)O[C@H](COC(C)=O)[C@@H](C(O)4)O)cc(c3O)c2cc(c3)O)OC)O
14248,O(C)C(=C(c(c3)ccc(OC(O4)C(O)C(C(O)C4C(O)=O)O)c3O)2)C(=O)c(c(O2)1)c(c(OC)c(c1)O)O
14253,OC(C(Oc(c3c(c4)ccc(c4O)O)cc(c(O)2)c([o+1]3)cc(O)c2)1)C(C(C(O1)COC(=O)C(O)=O)O)O
14258,c(C2=O)(c4O)c(cc(c4)O)OC(=C(OC(C(O)3)OC(C(O)C3O)C(O)=O)2)c(c1)cc(c(c1OC)O)OC
14263,C(C(O1)C(C(C(O)C1Oc(c4)c(O)c(O)c(c42)C(C(O)=C(c(c3)ccc(c3O)O)O2)=O)O)O)OC(C)=O
14268,c(c4O)(C2=O)c(cc(c4OC)O[C@@H]([C@H]3O)OC(CO)[C@H](O)[C@@H]3O)OC(=C(OC)2)c(c1)ccc(c1O)OC
14273,C(C2)(c(c(OC)3)c(OC(O4)C(O)C(O)C(C(C(O)=O)4)O)ccc3)Oc(c(C2=O)1)c(OC)c(cc1O)OC
14278,c(c4O)(C2=O)c(cc(c4OC)OC(C3O)OC(CO)C(O)C3O)OC(=C(OC)2)c(c1)cc(c(c1)O)OC
14283,O(c(c(O)3)c(OC(C4O)OC(CO)C(O)C4O)cc(c31)OC(c(c(O)2)ccc(OC)c2)=C(OC)C1=O)C
14288,c(c1OC)(O)cc(C(=C4OC)Oc(c3)c(C(=O)4)c(O)cc(OC)3)c(O[C@@H]([C@H]2O)OC([C@H](O)[C@@H]2O)CO)c1
14293,OC([C@@H]1OC(C(=O)2)=C(c(c4)cc(OC)c(OC)c4)Oc(c3)c(c(c(OC)c(O)3)O)2)C([C@@H](O)[C@@H](CO)O1)O
14298,c(c1OC)c(C(O4)=C(C(c(c43)c(c(OC)c(O)c3)O[C@H](O2)[C@@H](O)[C@H]([C@@H](O)C(CO)2)O)=O)OC)ccc(O)1
14303,C(C([C@H](O)1)O[C@@H](Oc(c4O)c(OC)cc(c43)OC(=C(OC)C3=O)c(c2)ccc(c2O)OC)[C@H]([C@H]1O)O)O
14308,C(C([C@H](O)1)O[C@@H](Oc(c4O)c(OC)cc(c43)OC(=C(OC)C3=O)c(c2)cc(c(c2)O)OC)[C@H]([C@H]1O)O)O
14313,O(C)c(c4OC)c(O)c(c3c4)C(C(OC)=C(O3)c(c1)ccc(O[C@@H](C2O)O[C@@H]([C@@H](C2O)O)CO)c1O)=O
14318,COc(c4O)cc(O1)c(c4O)C(C(OC)=C1c(c2)ccc(OC)c2O[C@H](O3)[C@H]([C@@H](O)[C@H](C3CO)O)O)=O
14323,[C@H]([C@@H]1O)(O)[C@@H](C(C)O[C@@H]1OC(=C3c(c4)cc(c(c4OC)O)OC)C(c(c2O3)c(cc(c2OC)O)O)=O)O
14328,COc(c4O)c(c(c(c41)OC(c(c2OC(C3O)OC(C(O)C3O)CO)c(O)ccc2)=CC1=O)OC)OC
14333,C(C([C@H](O)4)O[C@H]([C@@H](O)[C@H]4O)Oc(c(OC)3)c(c(O1)c(c(O)3)C(=O)C=C1c(c2)cc(c(O)c2)OC)OC)O
14338,C(=O)(C=2)c(c1O)c(OC2c(c4)ccc(c(OC)4)O[C@@H](C3O)O[C@@H]([C@@H](C(O)3)O)CO)c(OC)c(O)c(OC)1
14343,c(C(C(=O)4)=COc(c42)cc(O[C@@H]([C@H]3O)OC(CO)[C@H](O)[C@@H]3O)c(c2O)OC)(c1)cc(c(c(OC)1)O)OC
14348,[C@@H](Oc(c2OC)cc(O4)c(C(=O)C(=C4)c(c3)cc(c(OC)c(OC)3)O)c2O)([C@H]1O)OC(CO)[C@H](O)[C@@H]1O
14353,Oc(c52)c(C1)c(c(CC=C(C)C)c2OC(=C(C(=O)5)3)c(c4)c(cc(O)c4)OC(C(C)(C)O)C3)OC(C(C)(C)O)1
14358,O=C(C2)c(c(OC2c(c3O)c(cc(c3)OC)O)1)c(O)c(CC=C(C)C)c(O)c1CC(C(C)=C)CC=C(C)C
14363,COc(c(OC(C(O)4)OC(CO)C(C4O)O)3)c(c(c1c3)C(=O)C(OC)=C(c(c2)c(O)c(O)c(c2)O)O1)O
14368,C(C(C(O)1)OC(Oc(c4O)c(c2c(OC)c4)OC(c(c3)cc(c(c3)O)O)C(C2)OC(C)=O)C(C1O)O)O
14373,C(c(c5)ccc(O)c5)=CC(OC[C@H]([C@H](O)4)O[C@H](C(O)C4O)Oc(c1)c(c(c3)cc(O)c(O)c3OC)[o+1]c(c2)c(c(O)cc2O)1)=O
14378,c(c(c5)ccc(O)c5OC)([o+1]4)c(cc(c34)c(O)cc(c3)O)O[C@@H](C(O)1)O[C@H](COC(=O)C=Cc(c2)ccc(O)c2O)[C@H](O)C(O)1
14383,C(C6O)(C(OC(C6O)Oc(c4c(c5)cc(OC)c(O)c(OC)5)c(C=2)c(c1[o+1]4)c(OC2c(c3)ccc(O)c3O)cc(c1)O)CO)O
14388,Oc(c(O)1)ccc(c(c(OC(C4OC(O5)C(O)C(C(C5C(O)=O)O)O)OC(CO)C(C(O)4)O)3)[o+1]c(c2c3)cc(O)cc2O)c1
14393,[o+1](c3c(c5)ccc(O)c5OC)c(c2)c(cc(O[C@@H](C(O)4)O[C@@H]([C@H](O)C4O)CO)3)c(cc2O)O[C@@H]([C@@H](O)1)OC([C@@H]([C@H](O)1)O)CO
14398,Oc(c5)cc(c4c(O)5)[o+1]c(c(c4)O[C@H](O2)C(O[C@H]([C@@H]3O)OC([C@H]([C@H]3O)O)CO)C(O)[C@@H](O)[C@H]2CO)c(c1)ccc(O)c1OC
14403,C([C@@H](O)1)(C(O)[C@H](OC[C@@H](O2)[C@H](O)C(C(O)[C@H](Oc(c3)c(c(c5)ccc(c5OC)O)[o+1]c(c4)c3c(cc4O)O)2)O)O[C@H](CO)1)O
14408,[o+1](c3c(c5)ccc(O)c5OC)c(c2)c(cc(O[C@@H](C(O)4)O[C@@H]([C@H](O)C4O)CO)3)c(cc2O)O[C@@H]([C@@H](O)1)OC([C@@H]([C@H](O)1)O)CO
14413,C(O4)(c(c5)cc(O)c(c5)O)=CC(=O)c(c41)c(c(O)c(OC(O2)C(C(C(O)C2COC(=O)C=Cc(c3)ccc(O)c3O)O)O)c1)O
14418,C(O)(C(O)1)C(COC(OC(C2Oc(c4)c([o+1]c(c5)c4c(cc5O)O)c(c3)cc(OC)c(O)c(OC)3)C(O)C(O)C(O2)CO)1)O
14423,OC(C1O)C(Oc(c52)cc(cc2[o+1]c(c(c5)OC(O4)C(O)C(O)C(C(C)4)O)c(c3)cc(c(O)c3O)OC)O)OC(C1O)CO
14428,O(C4COC(=O)C=Cc(c5)ccc(O)c5O)C(C(C(C(O)4)O)O)OC(C3=O)=C(Oc(c32)cc(cc2O)O)c(c1)ccc(c(O)1)O
14433,c(c1)(c(O)5)c(cc(O)c5)[o+1]c(c(c4)cc(c(O)c4OC)O)c1OC(O2)C(O)C(O)C(C(COC(O3)C(C(C(O)C(C)3)O)O)2)O
14438,c(C(=O)4)(c(O)5)c(cc(c5)O)OC(=C(O)4)c(c3)cc(c(c3O)O)OC(C(O)2)OC(C(O)C(O)2)COC(C=Cc(c1)ccc(O)c1)=O
14443,Oc(c1)c(c(O3)cc1C(O6)=C(C(c(c62)c(cc(O)c2C(c(c5)ccc(c5)O)([H])CC(OCC(C(O)4)OC3C(O)C(O)4)=O)O)=O)O)O
14448,C(c(c5)ccc(O)c5)=CC(OCC(C4O)OC(C(C(O)4)O)OC(=C2c(c3)cc(c(O)c(O)3)O)C(=O)c(c(O2)1)c(O)cc(O)c1)=O
14453,c(c5)c(ccc5O)C(O1)=C(O)C(=O)c(c(O)2)c(cc(OC(C3O)OC(COC(=O)C=Cc(c4)ccc(O)c4O)C(O)C3O)c(O)2)1
14458,Oc(c1)c(c(O3)cc1C(O6)=C(C(c(c62)c(cc(O)c2C(c(c5)ccc(c5)O)([H])CC(OCC(C(O)4)OC3C(O)C(O)4)=O)O)=O)O)O
14463,Oc(c1)cc(O2)c(C(=O)C=C2c(c4)cc(c(O)c4OC(O5)C(C(C(O)C5CO)O)O)OC(O3)C(C(C(O)C3CO)O)O)c1O
14468,c(C1=O)(c(O)3)c(cc(O[C@@H]([C@@H](O[C@@H]([C@H]5O)OC([C@@H]([C@@H]5O)O)CO)4)OC([C@@H]([C@@H]4O)O)CO)c(O)3)OC(c(c2)ccc(c2O)O)=C1
14473,Oc(c43)c(c(cc(OC(c(c5)ccc(c5O)O)=CC4=O)3)O[C@@H]([C@H]1O)OC(CO[C@@H]([C@H]2O)OC([C@@H]([C@H](O)2)O)CO)[C@@H]([C@@H]1O)O)O
14478,c(c24)(c(O)c(c(O)c4[C@H](O5)[C@H]([C@H]([C@H](C5CO)O)O)O)[C@H](O3)[C@H]([C@H]([C@H](C(CO)3)O)O)O)C(C=C(O2)c(c1)cc(c(c(O)1)O)O)=O
14483,O[C@@H]([C@@H](O)1)[C@H](O[C@@H]([C@H]2O)[C@H](Oc(c5)c(O)c(O3)c(c(O)5)C(=O)C=C3c(c4)ccc(O)c4O)OC([C@@H]2O)CO)OC([C@@H]1O)CO
14488,C(C5=O)=C(Oc(c54)c(c(O)cc(O)4)OC(C(O)3)OC(C(O)C(O)3)COC(C2O)OC(C(C(O)2)O)CO)c(c1)ccc(O)c1O
14493,O[C@@H]([C@@H](O)1)[C@H](O[C@@H]([C@H]2O)[C@H](Oc(c5)c(O)c(O3)c(c(O)5)C(=O)C=C3c(c4)ccc(O)c4O)OC([C@@H]2O)CO)OC([C@@H]1O)CO
14498,c(c(O)5)cc(cc5O)C(=C1OC(C(O)3)OC(C(OC(O4)C(O)C(O)C(O)C4CO)C3O)CO)Oc(c2)c(c(O)cc2O)C1=O
14503,c(c5O)c(c(c(c5)3)C(C(=C(c(c4)ccc(O)c4O)O3)O[C@@H](C1O[C@H]([C@@H]2O)OC([C@H]([C@H]2O)O)CO)O[C@H](CO)[C@@H](C(O)1)O)=O)O
14508,c(c(O)5)cc(cc5O)C(=C1OC(C(O)3)OC(C(OC(O4)C(O)C(O)C(O)C4CO)C3O)CO)Oc(c2)c(c(O)cc2O)C1=O
14513,[C@@H](O1)(Oc(c5)c(c(cc(O)5)3)C(C(O[C@@H](C(O)4)O[C@H](CO)[C@@H](C(O)4)O)=C(O3)c(c2)ccc(O)c2O)=O)[C@H]([C@@H](O)[C@H](C1CO)O)O
14518,c(c(O)5)cc(cc5O)C(O3)=C(C(c(c(O)4)c(cc(O)c4)3)=O)OC(O1)C(C(O)C(C(COC(C2O)OC(C(C(O)2)O)CO)1)O)O
14523,C(C(O)5)(OC(CO)C(O)C5O)Oc(c4)cc(c(c4O)1)OC(c(c3)ccc(O)c3O)=C(OC(C(O)2)OC(C(C(O)2)O)CO)C(=O)1
14528,c(c5O)c(c(c(c5)3)C(C(=C(c(c4)ccc(O)c4O)O3)O[C@@H](C1O[C@H]([C@@H]2O)OC([C@H]([C@H]2O)O)CO)O[C@H](CO)[C@@H](C(O)1)O)=O)O
14533,c(c(O)5)cc(cc5O)C(O3)=C(C(c(c(O)4)c(cc(O)c4)3)=O)O[C@H](O1)C(C(O)[C@H]([C@@H](CO[C@@H]([C@H]2O)OC([C@@H]([C@H](O)2)O)CO)1)O)O
14538,c(c5O)c(c(c(c5)3)C(C(=C(c(c4)ccc(O)c4O)O3)O[C@@H](C1O[C@H]([C@@H]2O)OC([C@H]([C@H]2O)O)CO)O[C@H](CO)[C@@H](C(O)1)O)=O)O
14543,O=C(C(O[C@H](O5)C(O)C([C@H]([C@H]5CO)O)O[C@H]([C@H](O)4)OC([C@@H](O)[C@@H](O)4)CO)=1)c(c(O)3)c(cc(O)c3)OC1c(c2)ccc(O)c2O
14548,c(c(O)5)cc(cc5O)C(O3)=C(C(c(c(O)4)c(cc(O)c4)3)=O)O[C@H](O1)C(C(O)[C@H]([C@@H](CO[C@@H]([C@H]2O)OC([C@@H]([C@H](O)2)O)CO)1)O)O
14553,c(c(O)5)cc(cc5O)C(=C1OC(C(O)3)OC(C(OC(O4)C(O)C(O)C(O)C4CO)C3O)CO)Oc(c2)c(c(O)cc2O)C1=O
14558,O=C(c31)C(O[C@@H](C(O)5)O[C@@H]([C@@H](C(O)5)O)CO)=C(c(c4)ccc(O)c4O)Oc1cc(cc3O)O[C@@H]([C@@H](O)2)OC(CO)[C@H](O)[C@@H]2O
14563,O=C(C(OC(C(O)5)OC(C(C(O)5)O)CO)=1)c(c(O)4)c(cc(O)c4)OC(c(c2)ccc(c2OC(O3)C(O)C(C(O)C(CO)3)O)O)1
14568,O(C(=C(c(c5)ccc(c(O)5)OC(O4)C(C(C(O)C(CO)4)O)O)2)C(c(c(O)3)c(cc(O)c3)O2)=O)C(C(O)1)OC(C(C(O)1)O)CO
14573,[C@@H]([C@H](O)1)(O)[C@H](C(CO)O[C@H]1Oc(c2)cc(c(C3=O)c2OC(c(c5)ccc(c5O)O[C@H](O4)[C@H]([C@H]([C@@H](O)C(CO)4)O)O)=C3O)O)O
14578,c(c(O)5)cc(cc5O)C(=C1OC(O4)C(O)C(C(C4CO)O)OC(C(O)3)OC(C(O)C(O)3)CO)Oc(c2)c(c(O)cc2O)C1=O
14583,O(C1C)C(OCC(O2)C(C(O)C(C(OC(=C4c(c5)cc(c(c(O)5)O)O)C(=O)c(c3O)c(O4)cc(c3)O)2)O)O)C(C(O)C(O)1)O
14588,C(C(C5O)OC(C(O)C(O)5)OC(=C2c(c3)cc(OC(O4)C(C(C(C4C)O)O)O)c(O)c3O)C(=O)c(c1O)c(O2)cc(c1)O)O
14593,C(C5O)(OC(C)C(C5O)O)OC(C1OC(=C(c(c4)cc(c(c(O)4)O)O)3)C(c(c2O3)c(cc(c2)O)O)=O)C(O)C(C(CO)O1)O
14598,C(C(O)5)(OC(CO)C(O)C5O)Oc(c1)cc(O3)c(C(=O)C(=C3c(c4)cc(c(c(O)4)O)O)OC(C(O)2)OC(C)C(C(O)2)O)c1O
14603,O(C1C)C(OCC(O2)C(C(O)C(C(OC(=C4c(c5)cc(c(c(O)5)O)O)C(=O)c(c3O)c(O4)cc(c3)O)2)O)O)C(C(O)C(O)1)O
14608,c(C(=C4O[C@@H](C(O)5)O[C@@H]([C@@H](C(O)5)O)CO)Oc(c3C4=O)cc(O)c(c3O)O[C@H](O2)[C@@H](O)[C@@H](O)[C@@H](O)C2CO)(c1)ccc(c1)O
14613,O(C(C)5)C(C(O)C(O)C5O)OC(=C2c(c3)cc(OC(C4O)OC(CO)C(C4O)O)c(O)c3O)C(=O)c(c1O)c(O2)cc(c1)O
14618,C(OC(O5)C(C(O)C(O)C5C)O)C(O1)C(C(O)C(O)C1OC(=C2c(c4)ccc(c(O)4)O)C(=O)c(c(O)3)c(c(c(c3)O)O)O2)O
14623,c(O1)(c3O[C@@H](O4)C(O)C(O)[C@H](O)[C@H](CO[C@@H]([C@H]5O)OC([C@@H]([C@H](O)5)O)CO)4)c(c(cc(O)3)O)C(C(=C1c(c2)ccc(O)c2)O)=O
14628,C(C4O)(C)OC(C(C4OC(O5)C(O)C(O)C(O)C5CO)O)Oc(c(O)1)cc(c(C(=O)2)c1OC(c(c3)ccc(c(O)3)O)=C(O)2)O
14633,c(c5)(ccc(c(O)5)O)C(=C(O)1)Oc(c2OC(C(O)4)OC(CO)C(O)C(O)4)c(c(O)cc2OC(C3O)OC(C)C(C(O)3)O)C(=O)1
14638,C(OC(O5)C(C(O)C(O)C5C)O)C(O1)C(C(O)C(O)C1OC(=C3c(c4)ccc(O)c4)C(=O)c(c2O)c(O3)c(O)c(O)c(O)2)O
14643,O(C(OC(C(O)2)C(CO)OC(Oc(c5)cc(OC)c(c54)C(CC(O4)c(c3)ccc(c3O)O)=O)C2O)1)C(CO)C(O)C(C(O)1)O
14648,O(C(C4=O)C(Oc(c5)c4c(cc5O)O)c(c3)ccc(OC)c(O)3)C(O1)C(O)C(O)C(C1COC(O2)C(C(C(O)C(C)2)O)O)O
14653,O(c(c5)cc(c(c52)C(=O)[C@@H]([C@@H](c(c3)ccc(O[C@H](O4)C(O)C(O)[C@@H](O)[C@H]4CO)c3)O2)O)O[C@H](O1)[C@H]([C@H]([C@H](C1CO)O)O)O)C
14658,c(c3C(=O)CCc(c4)cccc4)(OC)cc(c(c3O)OC)OC(O1)C(C(O)C(C1COC(C(O)2)OC(CO)C(O)C2O)O)O
14663,O(C(C(O)5)OC(CO)C(C(O)5)O)c(c(CO)1)c(c(O3)c(C(CC3c(c4)cccc4)O)c1OC(C2O)OC(CO)C(O)C2O)C
14668,c(c1)(c(c(cc1c([o+1]5)c(cc(c45)c(cc(c4)O)O)OC(C(O)2)OC(COC(=O)C=Cc(c3)ccc(O)c3O)C(C2O)O)O)O)O
14673,C([C@@H]1Oc(c3)c(c(c5)cc(O)c(c(O)5)O)[o+1]c(c4)c(c(cc4O)O)3)(O[C@H]([C@@H]2O)OC([C@H]([C@H]2O)O)CO)C([C@H]([C@H](O1)CO)O)O
14678,c(c5O)c([o+1]2)c(c(c5)OC(O4)C(C(C(O)C4CO)O)O)cc(c2c(c3)cc(O)c(c(O)3)O)OC(O1)C(C(O)C(C1CO)O)O
14683,O(c(c(c(c5)cc(O)c(c(O)5)O)4)cc(c3O)c([o+1]4)cc(c3)OC(C(O)2)OC(CO)C(O)C2O)C(O1)C(C(O)C(C1CO)O)O
14688,C(Oc(c4)c([o+1]c(c5)c(c(cc5O)O)4)c(c3)cc(O)c(c(O)3)O)(O1)C(O)C(O)C(O)C(COC(C2O)OC(C(C(O)2)O)CO)1
14693,C(O)(C(Oc(c4)c([o+1]c(c5)c4c(O)c(O)c5O)c(c3)cc(O)c(c3O)O)1)C(O)C(O)C(COC(O2)C(C(O)C(O)C2C)O)O1
14698,c(c(O)1)c(O4)c(C([C@@H]([C@H]4c(c5)ccc(O)c5O)O[C@H](O2)C(C(O)[C@H]([C@@H](CO[C@@H](C3O)O[C@@H]([C@@H](C(O)3)O)CO)2)O)O)=O)c(O)c1
14703,[C@@H](OC(=C4c(c5)cc(OC)c(O)c5)C(=O)c(c(O4)3)c(cc(O)c3)O)(C2O)O[C@@H]([C@H](O)C2O)COC(=O)c(c1)cc(O)c(c(O)1)O
14708,c(c5O)c(c(C(=O)3)c(c5)OC(=C3OC(O4)C(C(O)C(C(C)4)O)O)c(c(C)2)cc(c(O)c2O)OC(=O)c(c1)cc(c(c1O)O)O)O
14713,Oc(c51)cc(OC)cc(OC(=C(C5=O)OC(C3OC(c(c4)cc(O)c(O)c(O)4)=O)OC(C(C3O)O)C)c(c2)cc(c(O)c2O)O)1
14718,C(C)(O1)C(OC(O5)C(O)C(O)C(C5CO)O)C(C(O)C(OC(C(c(c4)cc(c(c(O)4)O)O)2)C(O)c(c3O)c(cc(c3)O)O2)1)O
14723,O[C@@H]([C@H]4O)C(CO)O[C@@H]([C@@H]4OC(=O)c(c5)cc(O)c(O)c5O)OC(C2=O)=C(c(c3)cc(c(c3O)O)O)Oc(c12)cc(cc1O)O
14728,O=C(c(c5)cc(O)c(O)c5O)OC(C(OC(C3=O)=C(c(c4)cc(c(c4O)O)O)Oc(c23)cc(cc2O)O)1)C(O)C(C(CO)O1)O
14733,C(OC(=O)c(c5)cc(O)c(c(O)5)O)C(O1)C(O)C(C(C1OC(C3=O)=C(c(c4)cc(c(O)c4O)O)Oc(c23)cc(cc(O)2)O)O)O
14738,C(C(O)1)(O)C(C(Oc(c5)cc(O)c(c35)C(=O)C(=C(c(c4)cc(O)c(c4O)O)O3)O)OC1COC(=O)c(c2)cc(O)c(c(O)2)O)O
14743,OC(C(O)1)C(OC(C5O)OCC(C5O)O)C(OC(=C3c(c4)ccc(c4)O)C(c(c2O)c(O3)c(CC=C(C)C)c(O)c2)=O)OC1C
14748,C(OC(=O)c(c5)cc(O)c(c(O)5)O)C(O1)C(O)C(C(C1OC(C3=O)=C(c(c4)cc(c(O)c4O)O)Oc(c23)cc(cc(O)2)O)O)O
14753,C(O)(C(COC(C(O)5)OC(C)C(OC(C)=O)C5O)4)C(C(C(O4)Oc(c1)cc(O2)c(C(C=C2c(c3)ccc(c3)OC)=O)c1O)O)O
14758,O(C)c(c5)ccc(c5)C(=C4)Oc(c(C4=O)3)cc(cc(O)3)OC(C1OC(O2)C(O)C(O)C(C(C(O)=O)2)O)OC(C(O)=O)C(C1O)O
14763,Oc(c24)cc(c(c2OC(=CC4=O)c(c3)ccc(c3)OC)OC(O1)C(OS(O)(=O)=O)C(C(OS(O)(=O)=O)C(C(O)=O)1)O)O
14768,C(OCC(C2O)OC(OC(C(=O)3)=C(c(c5)ccc(O)c5)Oc(c4)c3c(O)cc4O)C(C(O)2)OC(C=Cc(c1)ccc(c1)O)=O)(C)=O
14773,c(O)(c1)ccc(C(=C(OC(O4)C(O)C(C(OC(C)=O)C4COC(=O)C=Cc(c5)ccc(O)c5)O)3)Oc(c(C3=O)2)cc(cc(O)2)O)c1
14778,c(c1)(O[C@H](O5)[C@H]([C@H]([C@H](C5CO)O)O)O[C@H](O4)[C@H]([C@H]([C@@H](O)C4COC(C)=O)O)O)cc(O)c(C(=O)2)c1OC(c(c3)ccc(O)c3)=C2
14783,C(OC(C(O)1)C(O)C(OC(=C(c(c5)ccc(O)c5)4)C(c(c3O4)c(O)cc(c3)O)=O)OC1COC(C=Cc(c2)ccc(O)c2)=O)(C)=O
14788,c(c4)(c1c(cc(OC(O5)C(O)C(C(C(COC(C)=O)5)O)O)4)O)OC(c(c3)ccc(c3)OC(O2)C(O)C(O)C(C2CO)O)=CC(=O)1
14793,COc(c(OC(C)=O)1)cc(C(=C3)Oc(c(C(O5)C(C(C(C5)O)O)OC(C4O)OC(CO)C(C4O)O)2)c(C3=O)c(O)cc2O)cc1
14798,O(C(C5O)C(OC(C5O)COC(C)=O)Oc(c2)cc(O3)c(C(=O)C=C3c(c4)ccc(c4O)OC)c2O)C(C1O)OCC1(CO)O
14803,OC(C1Oc(c5)cc(O)c(c54)C(C(=C(O4)c(c3)ccc(c3)O)OC(C2O)OC(C(C(O)2)O)COC(C)=O)=O)C(C(C(O1)C)O)O
14808,c(c(O)5)c(O)c(c(c5)3)C(=O)C(=C(c(c4)ccc(O)c4)O3)OC(C2O)OC(C(C2O)OC(O1)C(O)C(O)C(C1COC(C)=O)O)C
14813,OC(C1Oc(c5)cc(O)c(c54)C(C(=C(O4)c(c3)ccc(c3)O)OC(C2O)OC(C(C(O)2)O)COC(C)=O)=O)C(C(C(O1)C)O)O
14818,OC(C1Oc(c2)cc(O4)c(C(C(=C(c(c5)ccc(c5O)O)4)OC(O3)C(C(O)C(OC(C)=O)C3C)O)=O)c2O)C(C(C(O1)C)O)O
14823,C(O)(=O)CC(C)(O)CC(OC[C@H]([C@@H]1O)O[C@@H](OC(C(=O)2)=C(c(c4)ccc(O)c4OC)Oc(c3)c(c(cc(OC)3)O)2)C(C1O)O)=O
14828,c(OC)(c(O[C@@H]([C@H]5O)OC(CO)[C@@H]([C@@H]5O[C@@H]([C@H]6O)OC([C@@H]([C@H](O)6)O)CO)O)4)cc(c(c4)1)C(=O)C(c(c3)cc(O2)c(c3)OC2)=CO1
14833,C(C(C)1)(C(O)C(C(OC(C5O)C(OC(CO)C5O)c(c(OC)4)c(c(c(c4)2)C(=O)C=C(c(c3)cc(OC)c(OC)c3)O2)O)O1)O)O
14838,O(C(OC(C(Oc(c3)c(C4=O)c(OC(c(c5)cc(OC)c(c5OC)OC)=C4)cc(OC)3)2)C(O)C(O)C(C)O2)1)CC(O)C(O)C1O
14843,OC(C1O)C(Oc(c23)cc(cc([o+1]c(c(c5)ccc(O)c5)c(OC(C(O)4)OC(COC(C)=O)C(O)C4O)c3)2)O)OC(C1O)CO
14848,O[C@H]([C@H](O)5)C(O[C@H]([C@@H](O)5)Oc(c12)cc(cc([o+1]c(c(c4)ccc(O)c4)c(O[C@@H](C3O)O[C@@H]([C@@H](C3O)O)CO)c2)1)O)COC(C)=O
14853,c(c1c(c3OC(O4)C(O)C(O)C(C(COC(C(O)5)OC(C(OC(C)=O)C5O)C)4)O)[o+1]c(c(c3)2)cc(cc(O)2)O)cc(c(c1)O)O
14858,c(c12)cc(c(c5)ccc(O)c5O)[o+1]c1cc(cc2OC(C(OC(C)=O)3)OC(C(C3OC(O4)C(O)C(C(O)C4CO)O)O)CO)O
14861,O(C(c(c4)cc(OC(C5O)OC(C(O)C5O)C(O)=O)c(c4)O)=1)c(c2)c(c(cc2OC(O3)C(C(C(O)C3C(O)=O)O)O)O)C(=O)C1
14866,O(C=4c(c5)cc(c(c5)O)O)c(c(C(=O)C4)3)cc(cc3O)OC(O1)C(OC(O2)C(O)C(C(C2C(O)=O)O)O)C(O)C(C1C(O)=O)O
14871,O(C(c(c4)cc(OC(C5O)OC(C(O)C5O)C(O)=O)c(c4)O)=1)c(c2)c(c(cc2OC(O3)C(C(C(O)C3C(O)=O)O)O)O)C(=O)C1
14876,Oc(c1)cc(c(C(=O)5)c1OC(=C5)c(c2)ccc(OC(C4O)OC(C(O)=O)C(O)C(O)4)c2OC(C3O)OC(C(O)=O)C(C3O)O)O
14881,c(c1)(c(OC(C(O)5)OC(C(O)=O)C(O)C(O)5)ccc1C(O2)=CC(=O)c(c4O)c2cc(c4)OC(O3)C(C(C(O)C3C(O)=O)O)O)O
14886,Oc(c1)cc(c(C(=O)5)c1OC(=C5)c(c2)ccc(OC(C4O)OC(C(O)=O)C(O)C(O)4)c2OC(C3O)OC(C(O)=O)C(C3O)O)O
14891,c(c1c(c3OC(C(O)5)OC(C(O)C5O)COC(C4OC(C)=O)OC(C)C(O)C(O)4)[o+1]c(c(c3)2)cc(cc(O)2)O)cc(c(c1)O)O
14896,Oc(c(OC(=O)C=Cc(c5)cc(OC)c(O)c5)3)c(C2=O)c(cc3OC(C4O)OC(C(C4O)O)C(O)=O)OC(=C2)c(c1)ccc(c1)O
